vgg19,1,20,throughput,142.303,latency,0.00703,1
vgg19,1,40,throughput,258.876,latency,0.00386,1
vgg19,1,50,throughput,291.106,latency,0.00344,1
vgg19,1,60,throughput,351.165,latency,0.00285,1
vgg19,1,80,throughput,393.595,latency,0.00254,1
vgg19,1,100,throughput,449.55,latency,0.00222,1
vgg19,2,20,throughput,133.83,latency,0.01494,1
vgg19,2,40,throughput,205.513,latency,0.00973,1
vgg19,2,50,throughput,219.947,latency,0.00909,1
vgg19,2,60,throughput,247.11,latency,0.00809,1
vgg19,2,80,throughput,264.089,latency,0.00757,1
vgg19,2,100,throughput,284.751,latency,0.00702,1
vgg19,4,20,throughput,182.898,latency,0.02187,1
vgg19,4,40,throughput,302.61,latency,0.01322,1
vgg19,4,50,throughput,325.828,latency,0.01228,1
vgg19,4,60,throughput,381.829,latency,0.01048,1
vgg19,4,80,throughput,408.675,latency,0.00979,1
vgg19,4,100,throughput,455.98,latency,0.00877,1
vgg19,8,20,throughput,225.577,latency,0.03546,1
vgg19,8,40,throughput,393.918,latency,0.02031,1
vgg19,8,50,throughput,456.873,latency,0.01751,1
vgg19,8,60,throughput,524.119,latency,0.01526,1
vgg19,8,80,throughput,605.008,latency,0.01322,1
vgg19,8,100,throughput,698.315,latency,0.01146,1
vgg19,16,20,throughput,265.273,latency,0.06032,1
vgg19,16,40,throughput,471.295,latency,0.03395,1
vgg19,16,50,throughput,562.839,latency,0.02843,1
vgg19,16,60,throughput,651.446,latency,0.02456,1
vgg19,16,80,throughput,771.162,latency,0.02075,1
vgg19,16,100,throughput,915.361,latency,0.01748,1
vgg19,32,20,throughput,267.158,latency,0.11978,1
vgg19,32,40,throughput,552.37,latency,0.05793,1
vgg19,32,50,throughput,679.191,latency,0.04711,1
vgg19,32,60,throughput,735.04,latency,0.04354,1
vgg19,32,80,throughput,896.904,latency,0.03568,1
vgg19,32,100,throughput,1070.38,latency,0.0299,1
vgg19,64,20,throughput,271.909,latency,0.23537,1
vgg19,64,40,throughput,547.258,latency,0.11695,1
vgg19,64,50,throughput,667.847,latency,0.09583,1
vgg19,64,60,throughput,777.428,latency,0.08232,1
vgg19,64,80,throughput,1028.94,latency,0.0622,1
vgg19,64,100,throughput,1247.74,latency,0.05129,1
